,timestamp,can_id,data_length,data,data_str,bi
9076,1532457935.082351,0C6,8,"['75', '81', '7D', '58', '7F', 'FF', 'B4', '02']",75817D587FFFB402,"['01110101', '10000001', '01111101', '01011000', '01111111', '11111111', '10110100', '00000010']"
9087,1532457935.082365,0C6,8,"['75', '79', '7D', '26', '7F', 'FF', 'B6', '3A']",75797D267FFFB63A,"['01110101', '01111001', '01111101', '00100110', '01111111', '11111111', '10110110', '00111010']"
9099,1532457935.109949,0C6,8,"['75', '71', '7D', '08', '7F', 'FF', 'B8', '5E']",75717D087FFFB85E,"['01110101', '01110001', '01111101', '00001000', '01111111', '11111111', '10111000', '01011110']"
9111,1532457935.109962,0C6,8,"['75', '69', '7C', 'D6', '7F', 'FF', 'BA', '97']",75697CD67FFFBA97,"['01110101', '01101001', '01111100', '11010110', '01111111', '11111111', '10111010', '10010111']"
9122,1532457935.131133,0C6,8,"['75', '61', '7C', 'AE', '7F', 'FF', 'BC', 'C5']",75617CAE7FFFBCC5,"['01110101', '01100001', '01111100', '10101110', '01111111', '11111111', '10111100', '11000101']"
9133,1532457935.131147,0C6,8,"['75', '57', '7C', '68', '7F', 'FF', 'BE', '13']",75577C687FFFBE13,"['01110101', '01010111', '01111100', '01101000', '01111111', '11111111', '10111110', '00010011']"
9144,1532457935.150877,0C6,8,"['75', '4C', '7B', 'FA', '7F', 'FF', 'A0', 'AB']",754C7BFA7FFFA0AB,"['01110101', '01001100', '01111011', '11111010', '01111111', '11111111', '10100000', '10101011']"
9164,1532457935.150897,0C6,8,"['75', '41', '7B', 'B4', '7F', 'FF', 'A2', 'FA']",75417BB47FFFA2FA,"['01110101', '01000001', '01111011', '10110100', '01111111', '11111111', '10100010', '11111010']"
9173,1532457935.171765,0C6,8,"['75', '35', '7B', '78', '7F', 'FF', 'A4', '40']",75357B787FFFA440,"['01110101', '00110101', '01111011', '01111000', '01111111', '11111111', '10100100', '01000000']"
9184,1532457935.171777,0C6,8,"['75', '2A', '7B', '6E', '7F', 'FF', 'A6', '53']",752A7B6E7FFFA653,"['01110101', '00101010', '01111011', '01101110', '01111111', '11111111', '10100110', '01010011']"
9194,1532457935.171789,0C6,8,"['75', '1E', '7B', '5A', '7F', 'FF', 'A8', '71']",751E7B5A7FFFA871,"['01110101', '00011110', '01111011', '01011010', '01111111', '11111111', '10101000', '01110001']"
9205,1532457935.199467,0C6,8,"['75', '11', '7B', '32', '7F', 'FF', 'AA', 'A4']",75117B327FFFAAA4,"['01110101', '00010001', '01111011', '00110010', '01111111', '11111111', '10101010', '10100100']"
9217,1532457935.199477,0C6,8,"['75', '05', '7B', '28', '7F', 'FF', 'AC', 'B8']",75057B287FFFACB8,"['01110101', '00000101', '01111011', '00101000', '01111111', '11111111', '10101100', '10111000']"
9229,1532457935.220193,0C6,8,"['74', 'F8', '7A', 'F6', '7F', 'FF', 'AE', 'F7']",74F87AF67FFFAEF7,"['01110100', '11111000', '01111010', '11110110', '01111111', '11111111', '10101110', '11110111']"
9240,1532457935.220205,0C6,8,"['74', 'EA', '7A', 'A6', '7F', 'FF', 'B0', '53']",74EA7AA67FFFB053,"['01110100', '11101010', '01111010', '10100110', '01111111', '11111111', '10110000', '01010011']"
9251,1532457935.239270,0C6,8,"['74', 'DC', '7A', 'A6', '7F', 'FF', 'B2', '5F']",74DC7AA67FFFB25F,"['01110100', '11011100', '01111010', '10100110', '01111111', '11111111', '10110010', '01011111']"
9263,1532457935.239284,0C6,8,"['74', 'CE', '7A', '4C', '7F', 'FF', 'B4', 'C5']",74CE7A4C7FFFB4C5,"['01110100', '11001110', '01111010', '01001100', '01111111', '11111111', '10110100', '11000101']"
9283,1532457935.261071,0C6,8,"['74', 'BE', '7A', '10', '7F', 'FF', 'B6', '0F']",74BE7A107FFFB60F,"['01110100', '10111110', '01111010', '00010000', '01111111', '11111111', '10110110', '00001111']"
9292,1532457935.261080,0C6,8,"['74', 'AE', '79', 'DE', '7F', 'FF', 'B8', '50']",74AE79DE7FFFB850,"['01110100', '10101110', '01111001', '11011110', '01111111', '11111111', '10111000', '01010000']"
9303,1532457935.282071,0C6,8,"['74', '9E', '79', 'CA', '7F', 'FF', 'BA', '72']",749E79CA7FFFBA72,"['01110100', '10011110', '01111001', '11001010', '01111111', '11111111', '10111010', '01110010']"
9313,1532457935.282082,0C6,8,"['74', '8E', '79', 'CA', '7F', 'FF', 'BC', '80']",748E79CA7FFFBC80,"['01110100', '10001110', '01111001', '11001010', '01111111', '11111111', '10111100', '10000000']"
9324,1532457935.282094,0C6,8,"['74', '7E', '79', '8E', '7F', 'FF', 'BE', 'CA']",747E798E7FFFBECA,"['01110100', '01111110', '01111001', '10001110', '01111111', '11111111', '10111110', '11001010']"
9336,1532457935.303307,0C6,8,"['74', '6D', '79', '8E', '7F', 'FF', 'A0', 'F9']",746D798E7FFFA0F9,"['01110100', '01101101', '01111001', '10001110', '01111111', '11111111', '10100000', '11111001']"
9348,1532457935.303317,0C6,8,"['74', '5C', '79', '66', '7F', 'FF', 'A2', '30']",745C79667FFFA230,"['01110100', '01011100', '01111001', '01100110', '01111111', '11111111', '10100010', '00110000']"
9360,1532457935.330258,0C6,8,"['74', '4B', '79', '52', '7F', 'FF', 'A4', '53']",744B79527FFFA453,"['01110100', '01001011', '01111001', '01010010', '01111111', '11111111', '10100100', '01010011']"
9371,1532457935.330267,0C6,8,"['74', '3A', '79', '48', '7F', 'FF', 'A6', '6C']",743A79487FFFA66C,"['01110100', '00111010', '01111001', '01001000', '01111111', '11111111', '10100110', '01101100']"
9382,1532457935.349917,0C6,8,"['74', '29', '79', '5C', '7F', 'FF', 'A8', '67']",7429795C7FFFA867,"['01110100', '00101001', '01111001', '01011100', '01111111', '11111111', '10101000', '01100111']"
9402,1532457935.349938,0C6,8,"['74', '18', '79', '52', '7F', 'FF', 'AA', '80']",741879527FFFAA80,"['01110100', '00011000', '01111001', '01010010', '01111111', '11111111', '10101010', '10000000']"
9411,1532457935.371318,0C6,8,"['74', '07', '79', '52', '7F', 'FF', 'AC', '8F']",740779527FFFAC8F,"['01110100', '00000111', '01111001', '01010010', '01111111', '11111111', '10101100', '10001111']"
9422,1532457935.371332,0C6,8,"['73', 'F5', '79', '34', '7F', 'FF', 'AE', 'BE']",73F579347FFFAEBE,"['01110011', '11110101', '01111001', '00110100', '01111111', '11111111', '10101110', '10111110']"
9432,1532457935.391813,0C6,8,"['73', 'E4', '79', '3E', '7F', 'FF', 'B0', 'C3']",73E4793E7FFFB0C3,"['01110011', '11100100', '01111001', '00111110', '01111111', '11111111', '10110000', '11000011']"
9443,1532457935.391831,0C6,8,"['73', 'D3', '79', '52', '7F', 'FF', 'B2', 'BE']",73D379527FFFB2BE,"['01110011', '11010011', '01111001', '01010010', '01111111', '11111111', '10110010', '10111110']"
9455,1532457935.391842,0C6,8,"['73', 'C2', '79', '52', '7F', 'FF', 'B4', 'CD']",73C279527FFFB4CD,"['01110011', '11000010', '01111001', '01010010', '01111111', '11111111', '10110100', '11001101']"
9467,1532457935.419465,0C6,8,"['73', 'B1', '79', '70', '7F', 'FF', 'B6', 'BE']",73B179707FFFB6BE,"['01110011', '10110001', '01111001', '01110000', '01111111', '11111111', '10110110', '10111110']"
9478,1532457935.419476,0C6,8,"['73', 'A1', '79', '8E', '7F', 'FF', 'B8', 'AE']",73A1798E7FFFB8AE,"['01110011', '10100001', '01111001', '10001110', '01111111', '11111111', '10111000', '10101110']"
9489,1532457935.433357,0C6,8,"['73', '91', '79', 'DE', '7F', 'FF', 'BA', '6C']",739179DE7FFFBA6C,"['01110011', '10010001', '01111001', '11011110', '01111111', '11111111', '10111010', '01101100']"
9500,1532457935.433365,0C6,8,"['73', '83', '7A', '1A', '7F', 'FF', 'BC', '3B']",73837A1A7FFFBC3B,"['01110011', '10000011', '01111010', '00011010', '01111111', '11111111', '10111100', '00111011']"
9520,1532457935.460337,0C6,8,"['73', '74', '7A', '6A', '7F', 'FF', 'BE', 'F8']",73747A6A7FFFBEF8,"['01110011', '01110100', '01111010', '01101010', '01111111', '11111111', '10111110', '11111000']"
9529,1532457935.460346,0C6,8,"['73', '67', '7A', 'A6', '7F', 'FF', 'A0', 'E7']",73677AA67FFFA0E7,"['01110011', '01100111', '01111010', '10100110', '01111111', '11111111', '10100000', '11100111']"
9540,1532457935.481613,0C6,8,"['73', '5A', '7A', 'F6', '7F', 'FF', 'A2', 'A2']",735A7AF67FFFA2A2,"['01110011', '01011010', '01111010', '11110110', '01111111', '11111111', '10100010', '10100010']"
9550,1532457935.481623,0C6,8,"['73', '4D', '7A', 'F6', '7F', 'FF', 'A4', 'AD']",734D7AF67FFFA4AD,"['01110011', '01001101', '01111010', '11110110', '01111111', '11111111', '10100100', '10101101']"
9561,1532457935.481632,0C6,8,"['73', '41', '7B', '32', '7F', 'FF', 'A6', '7A']",73417B327FFFA67A,"['01110011', '01000001', '01111011', '00110010', '01111111', '11111111', '10100110', '01111010']"
9573,1532457935.501957,0C6,8,"['73', '36', '7B', '5A', '7F', 'FF', 'A8', '5B']",73367B5A7FFFA85B,"['01110011', '00110110', '01111011', '01011010', '01111111', '11111111', '10101000', '01011011']"
9585,1532457935.501968,0C6,8,"['73', '2A', '7B', '82', '7F', 'FF', 'AA', '3D']",732A7B827FFFAA3D,"['01110011', '00101010', '01111011', '10000010', '01111111', '11111111', '10101010', '00111101']"
9596,1532457935.531077,0C6,8,"['73', '1F', '7B', 'AA', '7F', 'FF', 'AC', '1E']",731F7BAA7FFFAC1E,"['01110011', '00011111', '01111011', '10101010', '01111111', '11111111', '10101100', '00011110']"
9604,1532457935.531084,0C6,8,"['73', '14', '7B', 'B4', '7F', 'FF', 'AE', '1D']",73147BB47FFFAE1D,"['01110011', '00010100', '01111011', '10110100', '01111111', '11111111', '10101110', '00011101']"
9615,1532457935.542655,0C6,8,"['73', '0A', '7B', 'DC', '7F', 'FF', 'B0', 'FD']",730A7BDC7FFFB0FD,"['01110011', '00001010', '01111011', '11011100', '01111111', '11111111', '10110000', '11111101']"
9635,1532457935.542673,0C6,8,"['73', '00', '7C', '22', '7F', 'FF', 'B2', 'BE']",73007C227FFFB2BE,"['01110011', '00000000', '01111100', '00100010', '01111111', '11111111', '10110010', '10111110']"
9644,1532457935.571770,0C6,8,"['72', 'F7', '7C', '5E', '7F', 'FF', 'B4', '8A']",72F77C5E7FFFB48A,"['01110010', '11110111', '01111100', '01011110', '01111111', '11111111', '10110100', '10001010']"
9655,1532457935.571782,0C6,8,"['72', 'EF', '7C', 'B8', '7F', 'FF', 'B6', '36']",72EF7CB87FFFB636,"['01110010', '11101111', '01111100', '10111000', '01111111', '11111111', '10110110', '00110110']"
9665,1532457935.571792,0C6,8,"['72', 'E6', '7C', '9A', '7F', 'FF', 'B8', '5B']",72E67C9A7FFFB85B,"['01110010', '11100110', '01111100', '10011010', '01111111', '11111111', '10111000', '01011011']"
9676,1532457935.592265,0C6,8,"['72', 'DD', '7C', '72', '7F', 'FF', 'BA', '8A']",72DD7C727FFFBA8A,"['01110010', '11011101', '01111100', '01110010', '01111111', '11111111', '10111010', '10001010']"
9688,1532457935.592276,0C6,8,"['72', 'D2', '7C', '18', '7F', 'FF', 'BC', 'ED']",72D27C187FFFBCED,"['01110010', '11010010', '01111100', '00011000', '01111111', '11111111', '10111100', '11101101']"
9700,1532457935.619380,0C6,8,"['72', 'C5', '7B', '28', '7F', 'FF', 'BE', 'E9']",72C57B287FFFBEE9,"['01110010', '11000101', '01111011', '00101000', '01111111', '11111111', '10111110', '11101001']"
9713,1532457935.619392,0C6,8,"['72', 'B3', '79', 'B6', '7F', 'FF', 'A0', '8D']",72B379B67FFFA08D,"['01110010', '10110011', '01111001', '10110110', '01111111', '11111111', '10100000', '10001101']"
9722,1532457935.633327,0C6,8,"['72', '9F', '78', '3A', '7F', 'FF', 'A2', '1C']",729F783A7FFFA21C,"['01110010', '10011111', '01111000', '00111010', '01111111', '11111111', '10100010', '00011100']"
9735,1532457935.633337,0C6,8,"['72', '89', '77', 'B8', '7F', 'FF', 'A4', 'B3']",728977B87FFFA4B3,"['01110010', '10001001', '01110111', '10111000', '01111111', '11111111', '10100100', '10110011']"
9753,1532457935.660900,0C6,8,"['72', '74', '77', '7C', '7F', 'FF', 'A6', '02']",7274777C7FFFA602,"['01110010', '01110100', '01110111', '01111100', '01111111', '11111111', '10100110', '00000010']"
9763,1532457935.660911,0C6,8,"['72', '5E', '77', '90', '7F', 'FF', 'A8', '02']",725E77907FFFA802,"['01110010', '01011110', '01110111', '10010000', '01111111', '11111111', '10101000', '00000010']"
9774,1532457935.681827,0C6,8,"['72', '48', '77', '7C', '7F', 'FF', 'AA', '2A']",7248777C7FFFAA2A,"['01110010', '01001000', '01110111', '01111100', '01111111', '11111111', '10101010', '00101010']"
9786,1532457935.681839,0C6,8,"['72', '32', '77', '7C', '7F', 'FF', 'AC', '3E']",7232777C7FFFAC3E,"['01110010', '00110010', '01110111', '01111100', '01111111', '11111111', '10101100', '00111110']"
9795,1532457935.681847,0C6,8,"['72', '1C', '77', '36', '7F', 'FF', 'AE', '98']",721C77367FFFAE98,"['01110010', '00011100', '01110111', '00110110', '01111111', '11111111', '10101110', '10011000']"
9809,1532457935.702271,0C6,8,"['72', '05', '77', '22', '7F', 'FF', 'B0', 'C1']",720577227FFFB0C1,"['01110010', '00000101', '01110111', '00100010', '01111111', '11111111', '10110000', '11000001']"
9819,1532457935.702279,0C6,8,"['71', 'EF', '77', '2C', '7F', 'FF', 'B2', 'CC']",71EF772C7FFFB2CC,"['01110001', '11101111', '01110111', '00101100', '01111111', '11111111', '10110010', '11001100']"
9832,1532457935.730007,0C6,8,"['71', 'D7', '77', '04', '7F', 'FF', 'B4', '0A']",71D777047FFFB40A,"['01110001', '11010111', '01110111', '00000100', '01111111', '11111111', '10110100', '00001010']"
9842,1532457935.730015,0C6,8,"['71', 'C0', '76', 'F0', '7F', 'FF', 'B6', '34']",71C076F07FFFB634,"['01110001', '11000000', '01110110', '11110000', '01111111', '11111111', '10110110', '00110100']"
9854,1532457935.741857,0C6,8,"['71', 'A7', '76', '78', '7F', 'FF', 'B8', 'C3']",71A776787FFFB8C3,"['01110001', '10100111', '01110110', '01111000', '01111111', '11111111', '10111000', '11000011']"
9873,1532457935.741875,0C6,8,"['71', '8D', '75', 'E2', '7F', 'FF', 'BA', '72']",718D75E27FFFBA72,"['01110001', '10001101', '01110101', '11100010', '01111111', '11111111', '10111010', '01110010']"
9883,1532457935.770938,0C6,8,"['71', '71', '75', '4C', '7F', 'FF', 'BC', '22']",7171754C7FFFBC22,"['01110001', '01110001', '01110101', '01001100', '01111111', '11111111', '10111100', '00100010']"
9894,1532457935.770948,0C6,8,"['71', '56', '75', '4C', '7F', 'FF', 'BE', '3B']",7156754C7FFFBE3B,"['01110001', '01010110', '01110101', '01001100', '01111111', '11111111', '10111110', '00111011']"
9904,1532457935.791519,0C6,8,"['71', '3A', '75', '2E', '7F', 'FF', 'A0', '93']",713A752E7FFFA093,"['01110001', '00111010', '01110101', '00101110', '01111111', '11111111', '10100000', '10010011']"
9915,1532457935.791529,0C6,8,"['71', '1F', '75', '60', '7F', 'FF', 'A2', '7A']",711F75607FFFA27A,"['01110001', '00011111', '01110101', '01100000', '01111111', '11111111', '10100010', '01111010']"
9927,1532457935.791538,0C6,8,"['71', '04', '75', '56', '7F', 'FF', 'A4', '9D']",710475567FFFA49D,"['01110001', '00000100', '01110101', '01010110', '01111111', '11111111', '10100100', '10011101']"
9937,1532457935.811726,0C6,8,"['70', 'E9', '75', '60', '7F', 'FF', 'A6', 'AD']",70E975607FFFA6AD,"['01110000', '11101001', '01110101', '01100000', '01111111', '11111111', '10100110', '10101101']"
9951,1532457935.811739,0C6,8,"['70', 'CE', '75', '74', '7F', 'FF', 'A8', 'B2']",70CE75747FFFA8B2,"['01110000', '11001110', '01110101', '01110100', '01111111', '11111111', '10101000', '10110010']"
9962,1532457935.832842,0C6,8,"['70', 'B2', '75', '42', '7F', 'FF', 'AA', 'FE']",70B275427FFFAAFE,"['01110000', '10110010', '01110101', '01000010', '01111111', '11111111', '10101010', '11111110']"
9973,1532457935.832850,0C6,8,"['70', '95', '75', '06', '7F', 'FF', 'AC', '55']",709575067FFFAC55,"['01110000', '10010101', '01110101', '00000110', '01111111', '11111111', '10101100', '01010101']"
9993,1532457935.859857,0C6,8,"['70', '79', '74', 'E8', '7F', 'FF', 'AE', '8E']",707974E87FFFAE8E,"['01110000', '01111001', '01110100', '11101000', '01111111', '11111111', '10101110', '10001110']"
10002,1532457935.859863,0C6,8,"['70', '5D', '74', 'F2', '7F', 'FF', 'B0', '9E']",705D74F27FFFB09E,"['01110000', '01011101', '01110100', '11110010', '01111111', '11111111', '10110000', '10011110']"
10013,1532457935.880972,0C6,8,"['70', '41', '75', '24', '7F', 'FF', 'B2', '85']",704175247FFFB285,"['01110000', '01000001', '01110101', '00100100', '01111111', '11111111', '10110010', '10000101']"
10023,1532457935.880982,0C6,8,"['70', '26', '75', '60', '7F', 'FF', 'B4', '62']",702675607FFFB462,"['01110000', '00100110', '01110101', '01100000', '01111111', '11111111', '10110100', '01100010']"
10034,1532457935.901555,0C6,8,"['70', '0C', '75', 'A6', '7F', 'FF', 'B6', '34']",700C75A67FFFB634,"['01110000', '00001100', '01110101', '10100110', '01111111', '11111111', '10110110', '00110100']"
10046,1532457935.901568,0C6,8,"['6F', 'F5', '76', 'B4', '7F', 'FF', 'B8', '3B']",6FF576B47FFFB83B,"['01101111', '11110101', '01110110', '10110100', '01111111', '11111111', '10111000', '00111011']"
10057,1532457935.901577,0C6,8,"['6F', 'DD', '76', '78', '7F', 'FF', 'BA', '8D']",6FDD76787FFFBA8D,"['01101111', '11011101', '01110110', '01111000', '01111111', '11111111', '10111010', '10001101']"
10069,1532457935.922248,0C6,8,"['6F', 'C5', '76', '8C', '7F', 'FF', 'BC', '8F']",6FC5768C7FFFBC8F,"['01101111', '11000101', '01110110', '10001100', '01111111', '11111111', '10111100', '10001111']"
10079,1532457935.922257,0C6,8,"['6F', 'AD', '76', 'F0', '7F', 'FF', 'BE', '41']",6FAD76F07FFFBE41,"['01101111', '10101101', '01110110', '11110000', '01111111', '11111111', '10111110', '01000001']"
10091,1532457935.941436,0C6,8,"['6F', '99', '77', '86', '7F', 'FF', 'A0', 'DC']",6F9977867FFFA0DC,"['01101111', '10011001', '01110111', '10000110', '01111111', '11111111', '10100000', '11011100']"
10110,1532457935.941450,0C6,8,"['6F', '86', '78', '76', '7F', 'FF', 'A2', 'FC']",6F8678767FFFA2FC,"['01101111', '10000110', '01111000', '01110110', '01111111', '11111111', '10100010', '11111100']"
10120,1532457935.970379,0C6,8,"['6F', '75', '79', '34', '7F', 'FF', 'A4', '4C']",6F7579347FFFA44C,"['01101111', '01110101', '01111001', '00110100', '01111111', '11111111', '10100100', '01001100']"
10131,1532457935.970390,0C6,8,"['6F', '67', '7A', '10', '7F', 'FF', 'A6', '7B']",6F677A107FFFA67B,"['01101111', '01100111', '01111010', '00010000', '01111111', '11111111', '10100110', '01111011']"
10141,1532457935.990958,0C6,8,"['6F', '5A', '7A', 'CE', '7F', 'FF', 'A8', 'C8']",6F5A7ACE7FFFA8C8,"['01101111', '01011010', '01111010', '11001110', '01111111', '11111111', '10101000', '11001000']"
10152,1532457935.990967,0C6,8,"['6F', '4F', '7B', '96', '7F', 'FF', 'AA', '08']",6F4F7B967FFFAA08,"['01101111', '01001111', '01111011', '10010110', '01111111', '11111111', '10101010', '00001000']"
10164,1532457936.011548,0C6,8,"['6F', '47', '7C', '72', '7F', 'FF', 'AC', '31']",6F477C727FFFAC31,"['01101111', '01000111', '01111100', '01110010', '01111111', '11111111', '10101100', '00110001']"
10176,1532457936.011559,0C6,8,"['6F', '40', '7D', '1C', '7F', 'FF', 'AE', '8B']",6F407D1C7FFFAE8B,"['01101111', '01000000', '01111101', '00011100', '01111111', '11111111', '10101110', '10001011']"
10187,1532457936.011567,0C6,8,"['6F', '3A', '7D', 'C6', '7F', 'FF', 'B0', 'E5']",6F3A7DC67FFFB0E5,"['01101111', '00111010', '01111101', '11000110', '01111111', '11111111', '10110000', '11100101']"
10198,1532457936.032504,0C6,8,"['6F', '36', '7E', '34', '7F', 'FF', 'B2', '78']",6F367E347FFFB278,"['01101111', '00110110', '01111110', '00110100', '01111111', '11111111', '10110010', '01111000']"
10209,1532457936.032512,0C6,8,"['6F', '34', '7E', 'CA', '7F', 'FF', 'B4', 'E2']",6F347ECA7FFFB4E2,"['01101111', '00110100', '01111110', '11001010', '01111111', '11111111', '10110100', '11100010']"
10229,1532457936.059341,0C6,8,"['6F', '32', '7F', '2E', '7F', 'FF', 'B6', '7D']",6F327F2E7FFFB67D,"['01101111', '00110010', '01111111', '00101110', '01111111', '11111111', '10110110', '01111101']"
10238,1532457936.059348,0C6,8,"['6F', '31', '7F', '88', '7F', 'FF', 'B8', '22']",6F317F887FFFB822,"['01101111', '00110001', '01111111', '10001000', '01111111', '11111111', '10111000', '00100010']"
10249,1532457936.080888,0C6,8,"['6F', '30', '7F', 'CE', '7F', 'FF', 'BA', 'DB']",6F307FCE7FFFBADB,"['01101111', '00110000', '01111111', '11001110', '01111111', '11111111', '10111010', '11011011']"
10259,1532457936.080898,0C6,8,"['6F', '30', '7F', 'C4', '7F', 'FF', 'BC', 'E3']",6F307FC47FFFBCE3,"['01101111', '00110000', '01111111', '11000100', '01111111', '11111111', '10111100', '11100011']"
10270,1532457936.101063,0C6,8,"['6F', '30', '7F', 'D8', '7F', 'FF', 'BE', 'CD']",6F307FD87FFFBECD,"['01101111', '00110000', '01111111', '11011000', '01111111', '11111111', '10111110', '11001101']"
10282,1532457936.101072,0C6,8,"['6F', '2F', '7F', 'CE', '7F', 'FF', 'A0', 'F6']",6F2F7FCE7FFFA0F6,"['01101111', '00101111', '01111111', '11001110', '01111111', '11111111', '10100000', '11110110']"
10294,1532457936.121885,0C6,8,"['6F', '2E', '7F', 'CE', '7F', 'FF', 'A2', 'F5']",6F2E7FCE7FFFA2F5,"['01101111', '00101110', '01111111', '11001110', '01111111', '11111111', '10100010', '11110101']"
10305,1532457936.121899,0C6,8,"['6F', '2D', '7F', 'B0', '7F', 'FF', 'A4', '12']",6F2D7FB07FFFA412,"['01101111', '00101101', '01111111', '10110000', '01111111', '11111111', '10100100', '00010010']"
10316,1532457936.121911,0C6,8,"['6F', '2D', '7F', 'A6', '7F', 'FF', 'A6', '1A']",6F2D7FA67FFFA61A,"['01101111', '00101101', '01111111', '10100110', '01111111', '11111111', '10100110', '00011010']"
10327,1532457936.141329,0C6,8,"['6F', '2B', '7F', '9C', '7F', 'FF', 'A8', '24']",6F2B7F9C7FFFA824,"['01101111', '00101011', '01111111', '10011100', '01111111', '11111111', '10101000', '00100100']"
10347,1532457936.170095,0C6,8,"['6F', '2A', '7F', '74', '7F', 'FF', 'AA', '4B']",6F2A7F747FFFAA4B,"['01101111', '00101010', '01111111', '01110100', '01111111', '11111111', '10101010', '01001011']"
10356,1532457936.170108,0C6,8,"['6F', '29', '7F', '88', '7F', 'FF', 'AC', '36']",6F297F887FFFAC36,"['01101111', '00101001', '01111111', '10001000', '01111111', '11111111', '10101100', '00110110']"
10367,1532457936.170120,0C6,8,"['6F', '27', '7F', '60', '7F', 'FF', 'AE', '5E']",6F277F607FFFAE5E,"['01101111', '00100111', '01111111', '01100000', '01111111', '11111111', '10101110', '01011110']"
10377,1532457936.190950,0C6,8,"['6F', '25', '7F', '60', '7F', 'FF', 'B0', '5E']",6F257F607FFFB05E,"['01101111', '00100101', '01111111', '01100000', '01111111', '11111111', '10110000', '01011110']"
10388,1532457936.190961,0C6,8,"['6F', '24', '7F', '60', '7F', 'FF', 'B2', '5D']",6F247F607FFFB25D,"['01101111', '00100100', '01111111', '01100000', '01111111', '11111111', '10110010', '01011101']"
10400,1532457936.211331,0C6,8,"['6F', '23', '7F', '9C', '7F', 'FF', 'B4', '20']",6F237F9C7FFFB420,"['01101111', '00100011', '01111111', '10011100', '01111111', '11111111', '10110100', '00100000']"
10412,1532457936.211343,0C6,8,"['6F', '21', '7F', '88', '7F', 'FF', 'B6', '34']",6F217F887FFFB634,"['01101111', '00100001', '01111111', '10001000', '01111111', '11111111', '10110110', '00110100']"
10423,1532457936.232192,0C6,8,"['6F', '1E', '7E', 'FC', '7F', 'FF', 'B8', 'C2']",6F1E7EFC7FFFB8C2,"['01101111', '00011110', '01111110', '11111100', '01111111', '11111111', '10111000', '11000010']"
10434,1532457936.232206,0C6,8,"['6F', '19', '7E', '34', '7F', 'FF', 'BA', '8D']",6F197E347FFFBA8D,"['01101111', '00011001', '01111110', '00110100', '01111111', '11111111', '10111010', '10001101']"
10446,1532457936.232216,0C6,8,"['6F', '12', '7D', '58', '7F', 'FF', 'BC', '6F']",6F127D587FFFBC6F,"['01101111', '00010010', '01111101', '01011000', '01111111', '11111111', '10111100', '01101111']"
10466,1532457936.251838,0C6,8,"['6F', '09', '7C', 'CC', '7F', 'FF', 'BE', '03']",6F097CCC7FFFBE03,"['01101111', '00001001', '01111100', '11001100', '01111111', '11111111', '10111110', '00000011']"
10475,1532457936.251846,0C6,8,"['6F', '00', '7C', '90', '7F', 'FF', 'A0', '66']",6F007C907FFFA066,"['01101111', '00000000', '01111100', '10010000', '01111111', '11111111', '10100000', '01100110']"
10486,1532457936.280243,0C6,8,"['6E', 'F8', '7C', '9A', '7F', 'FF', 'A2', '63']",6EF87C9A7FFFA263,"['01101110', '11111000', '01111100', '10011010', '01111111', '11111111', '10100010', '01100011']"
10496,1532457936.280252,0C6,8,"['6E', 'EE', '7C', '5E', '7F', 'FF', 'A4', 'A7']",6EEE7C5E7FFFA4A7,"['01101110', '11101110', '01111100', '01011110', '01111111', '11111111', '10100100', '10100111']"
10507,1532457936.300877,0C6,8,"['6E', 'E3', '7B', 'F0', '7F', 'FF', 'A6', '1F']",6EE37BF07FFFA61F,"['01101110', '11100011', '01111011', '11110000', '01111111', '11111111', '10100110', '00011111']"
10519,1532457936.300887,0C6,8,"['6E', 'D8', '7B', '82', '7F', 'FF', 'A8', '96']",6ED87B827FFFA896,"['01101110', '11011000', '01111011', '10000010', '01111111', '11111111', '10101000', '10010110']"
10531,1532457936.321370,0C6,8,"['6E', 'CB', '7B', '46', '7F', 'FF', 'AA', 'DD']",6ECB7B467FFFAADD,"['01101110', '11001011', '01111011', '01000110', '01111111', '11111111', '10101010', '11011101']"
10543,1532457936.321382,0C6,8,"['6E', 'BF', '7B', '1E', '7F', 'FF', 'AC', '0F']",6EBF7B1E7FFFAC0F,"['01101110', '10111111', '01111011', '00011110', '01111111', '11111111', '10101100', '00001111']"
10554,1532457936.340480,0C6,8,"['6E', 'B1', '7A', 'CE', '7F', 'FF', 'AE', '6C']",6EB17ACE7FFFAE6C,"['01101110', '10110001', '01111010', '11001110', '01111111', '11111111', '10101110', '01101100']"
10565,1532457936.340494,0C6,8,"['6E', 'A2', '7A', '60', '7F', 'FF', 'B0', 'E7']",6EA27A607FFFB0E7,"['01101110', '10100010', '01111010', '01100000', '01111111', '11111111', '10110000', '11100111']"
10585,1532457936.362070,0C6,8,"['6E', '92', '79', 'DE', '7F', 'FF', 'B2', '78']",6E9279DE7FFFB278,"['01101110', '10010010', '01111001', '11011110', '01111111', '11111111', '10110010', '01111000']"
10594,1532457936.362077,0C6,8,"['6E', '82', '79', 'B6', '7F', 'FF', 'B4', 'AE']",6E8279B67FFFB4AE,"['01101110', '10000010', '01111001', '10110110', '01111111', '11111111', '10110100', '10101110']"
